Config file: int value for RUNS_COUNT not found!
Application started: 00:38:31 2020/12/24
Initializing the simulation..
Activating generators...
Running the simulation, please wait.
Patient died in basic care... (no free bed in intensive care unit), patient: 21727
Added patient to queue, patient: 21754
Added patient to queue, patient: 21755
Added patient to queue, patient: 21756
Patient is healthy, patient: 21712
Added patient to queue, patient: 21757
Added patient to queue, patient: 21758
Trying to move to intensive care unit..., patient: 21737
Trying to move to intensive care unit..., patient: 21745
Trying to move to intensive care unit..., patient: 21746
Trying to move to intensive care unit..., patient: 21716
DailyProbability time: 3356.0
Patient moved to intensive care unit successfully, patient: 21737
Patient died in basic care... (no free bed in intensive care unit), patient: 21745
Patient died in basic care... (no free bed in intensive care unit), patient: 21746
Patient died in basic care... (no free bed in intensive care unit), patient: 21716
Added patient to queue, patient: 21759
Added patient to queue, patient: 21760
Trying to move to basic care unit..., patient: 21737
Added patient to queue, patient: 21761
Added patient to queue, patient: 21762
Added patient to queue, patient: 21763
Trying to move to basic care unit..., patient: 21713
Trying to move to intensive care unit..., patient: 21751
DailyProbability time: 3357.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21751
Patient moved back to basic care, patient: 21737
Added patient to queue, patient: 21764
Added patient to queue, patient: 21765
Added patient to queue, patient: 21766
Trying to move to intensive care unit..., patient: 21731
Trying to move to intensive care unit..., patient: 21748
Trying to move to intensive care unit..., patient: 21677
Trying to move to intensive care unit..., patient: 21749
Trying to move to intensive care unit..., patient: 21732
Trying to move to intensive care unit..., patient: 21752
DailyProbability time: 3358.0
Patient moved to intensive care unit successfully, patient: 21731
Patient moved back to basic care, patient: 21713
Patient died in basic care... (no free bed in intensive care unit), patient: 21748
Patient died in queue, patient: 21753
Patient died in queue, patient: 21754
Patient died in queue, patient: 21755
Patient died in queue, patient: 21756
Patient died in queue, patient: 21757
Patient died in queue, patient: 21758
Patient died in basic care... (no free bed in intensive care unit), patient: 21677
Patient died in basic care... (no free bed in intensive care unit), patient: 21749
Patient died in basic care... (no free bed in intensive care unit), patient: 21732
Patient died in basic care... (no free bed in intensive care unit), patient: 21752
Added patient to queue, patient: 21767
Added patient to queue, patient: 21768
Added patient to queue, patient: 21769
Added patient to queue, patient: 21770
Added patient to queue, patient: 21771
Trying to move to intensive care unit..., patient: 21761
Trying to move to intensive care unit..., patient: 21762
Trying to move to intensive care unit..., patient: 21747
DailyProbability time: 3359.0
Patient moved to intensive care unit successfully, patient: 21761
Patient died in basic care... (no free bed in intensive care unit), patient: 21762
Patient died in basic care... (no free bed in intensive care unit), patient: 21747
Added patient to queue, patient: 21772
Added patient to queue, patient: 21773
Added patient to queue, patient: 21774
Added patient to queue, patient: 21775
Added patient to queue, patient: 21776
Trying to move to basic care unit..., patient: 21670
Added patient to queue, patient: 21777
Trying to move to intensive care unit..., patient: 21713
Trying to move to intensive care unit..., patient: 21764
Trying to move to intensive care unit..., patient: 21750
DailyProbability time: 3360.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21713
Patient moved back to basic care, patient: 21670
Patient died in basic care... (no free bed in intensive care unit), patient: 21764
Patient died in basic care... (no free bed in intensive care unit), patient: 21750
Added patient to queue, patient: 21778
Trying to move to basic care unit..., patient: 21731
Added patient to queue, patient: 21779
Trying to move to basic care unit..., patient: 21676
Added patient to queue, patient: 21780
Added patient to queue, patient: 21781
Added patient to queue, patient: 21782
Added patient to queue, patient: 21783
Added patient to queue, patient: 21784
Trying to move to intensive care unit..., patient: 21737
Trying to move to intensive care unit..., patient: 21765
Trying to move to intensive care unit..., patient: 21763
Trying to move to intensive care unit..., patient: 21766
DailyProbability time: 3361.0
Patient moved to intensive care unit successfully, patient: 21737
Patient moved back to basic care, patient: 21731
Patient died in basic care... (no free bed in intensive care unit), patient: 21765
Patient moved back to basic care, patient: 21676
Patient died in basic care... (no free bed in intensive care unit), patient: 21763
Patient died in queue, patient: 21769
Patient died in queue, patient: 21770
Patient died in queue, patient: 21771
Patient died in basic care... (no free bed in intensive care unit), patient: 21766
Added patient to queue, patient: 21785
Added patient to queue, patient: 21786
Added patient to queue, patient: 21787
Patient is healthy, patient: 21690
Patient died in queue, patient: 21774
Added patient to queue, patient: 21788
Added patient to queue, patient: 21789
Added patient to queue, patient: 21790
Trying to move to intensive care unit..., patient: 21775
Trying to move to intensive care unit..., patient: 21768
Trying to move to intensive care unit..., patient: 21731
DailyProbability time: 3362.0
Patient moved to intensive care unit successfully, patient: 21775
Patient died in queue, patient: 21776
Patient died in queue, patient: 21777
Patient moved to intensive care unit successfully, patient: 21768
Patient died in basic care... (no free bed in intensive care unit), patient: 21731
Patient died on basic care, patient: 21772
Added patient to queue, patient: 21791
Added patient to queue, patient: 21792
Added patient to queue, patient: 21793
Added patient to queue, patient: 21794
DailyProbability time: 3363.0
Patient died on basic care, patient: 21778
Patient died in queue, patient: 21782
Patient died in queue, patient: 21783
Patient died in queue, patient: 21784
Added patient to queue, patient: 21795
Added patient to queue, patient: 21796
Trying to move to intensive care unit..., patient: 21785
Trying to move to intensive care unit..., patient: 21780
Trying to move to intensive care unit..., patient: 21676
Trying to move to intensive care unit..., patient: 21781
DailyProbability time: 3364.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21785
Patient died in queue, patient: 21786
Patient died in queue, patient: 21787
Patient died in queue, patient: 21788
Patient died in queue, patient: 21789
Patient died in queue, patient: 21790
Patient died in basic care... (no free bed in intensive care unit), patient: 21780
Patient died in basic care... (no free bed in intensive care unit), patient: 21676
Patient died in basic care... (no free bed in intensive care unit), patient: 21781
Added patient to queue, patient: 21797
Patient is healthy, patient: 21759
Added patient to queue, patient: 21798
Patient is healthy, patient: 21760
Trying to move to intensive care unit..., patient: 21795
Trying to move to intensive care unit..., patient: 21792
Trying to move to intensive care unit..., patient: 21793
Trying to move to intensive care unit..., patient: 21794
DailyProbability time: 3365.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21795
Patient died in basic care... (no free bed in intensive care unit), patient: 21792
Patient died in basic care... (no free bed in intensive care unit), patient: 21793
Patient died in basic care... (no free bed in intensive care unit), patient: 21794
Added patient to queue, patient: 21799
Added patient to queue, patient: 21800
Added patient to queue, patient: 21801
Trying to move to basic care unit..., patient: 21696
Trying to move to basic care unit..., patient: 21775
Added patient to queue, patient: 21802
Added patient to queue, patient: 21803
Added patient to queue, patient: 21804
Added patient to queue, patient: 21805
Added patient to queue, patient: 21806
Trying to move to basic care unit..., patient: 21761
